RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type
0.020222830038180276,0.18513773946161757,0.023742447856028765,0.02387583239454578,0.9750409765593835,0.0,0.11564439489425248,0.010137224927293182,0.0,headlamps
0.020710993074892974,0.19541240279341315,0.05239120826982178,0.0121112143792575,0.9710744473076576,0.002041215906616433,0.1245141703036024,0.0,0.0,'build wind float'
0.020334058819165297,0.17237020299995873,0.04660826001863686,0.0172771998344947,0.9770323472297584,0.008035906899764975,0.11290449194169791,0.0,0.0,'build wind float'
0.020227323829427386,0.14663550146800486,0.02273315571262813,0.02073901924660812,0.9763292137633977,0.0077106610019440445,0.15447910490101688,0.0,0.0,containers
0.02005885047163318,0.1921818679250236,0.0,0.007391610304808601,0.9698848664238142,0.0,0.1480961921784866,0.0,0.0,tableware
0.020323972012798737,0.17439543846146996,0.046916528410080316,0.019838989156262532,0.9770702159459298,0.008042833441728054,0.10884634591138632,0.0,0.0,'build wind non-float'
0.020373638269973033,0.18003017100309185,0.046888454985133624,0.020421332830201464,0.9760590987593003,0.009001508550154592,0.10855550609738672,0.0,0.0013435087388290437,'build wind non-float'
0.020558424818854785,0.1828366591046797,0.045506012932720274,0.022075833654861324,0.9743162411844931,0.007719770051086475,0.11931784938609098,0.0,0.0012189110606978645,'vehic wind float'
0.020295909906081763,0.1923966180609635,0.0,0.013333098964723735,0.9689163017664739,0.0013333098964723735,0.15359730007361744,0.0,0.001066647917177899,'build wind non-float'
0.020325991583349388,0.1699378936987039,0.04740584268663608,0.0179445845198001,0.9769085378503113,0.007633144161407503,0.11717545861809765,0.0,0.0,'build wind float'
0.020151428358409187,0.18901386553391827,0.0,0.027628168679588897,0.9744242568916546,0.0,0.11449750673945013,0.022182231584093007,0.0,headlamps
0.020358865725069234,0.17147302154161492,0.0485706054757939,0.01730830968612545,0.9766448543047067,0.007916203654894585,0.1167304606738693,0.0,0.0,'build wind float'
0.020322826888506434,0.17978997491083565,0.03842123812316443,0.01593075727058037,0.9751229912513231,0.007362955041024543,0.1208863345826393,0.0,0.0,'build wind float'
0.020360508825946852,0.17773662349544164,0.04792445210564401,0.018525418461005246,0.9759405232717981,0.007517561114610825,0.113300385370206,0.0,0.001342421627609076,'vehic wind float'
0.020391072440636628,0.17944433433681134,0.0,0.018775939317753055,0.9689725826483273,0.004425757124898935,0.16764231533708085,0.0,0.0,containers
0.020564002318029476,0.1826256690389846,0.04711173671279959,0.018276104759275703,0.9740486943925087,0.007445820457482694,0.12184069839517135,0.0,0.0,'build wind float'
0.02029292300110115,0.17661947900522226,0.03757007842578914,0.017247473725718145,0.9757524282968297,0.006818768682260662,0.12059861473331601,0.0,0.0012033121203989404,'build wind float'
0.02041716348298584,0.18817042807136156,0.03212338022075387,0.020967561985094575,0.9727067056803169,0.0,0.12862792833163786,0.0,0.0,tableware
0.020172556590960095,0.1914336761309608,0.0,0.03541123633576883,0.973143374490489,0.0005324997945228394,0.12087745335668455,0.00851999671236543,0.0,headlamps
0.02027100390916726,0.18881138610463463,0.0,0.02788804218789303,0.970610616625521,0.0,0.14517794210730917,0.0,0.0,tableware
0.02046880610885481,0.1755150819194352,0.04879912415885987,0.014289246300660623,0.9751736579148957,0.00862746946454981,0.1230762440802184,0.0,0.002022063155753862,'build wind non-float'
0.020261974612267412,0.17402922979861582,0.04785135504447347,0.020183113440546074,0.9773438773329332,0.009222747201309132,0.10639575032234884,0.0,0.0,'build wind non-float'
0.02024335814373341,0.1769372566045053,0.04607045549324855,0.019095869958071134,0.9770942691133322,0.008145790681414961,0.10496051599331409,0.0,0.0,'build wind non-float'
0.02025699572887745,0.16765055156780007,0.04648796170963699,0.024980600114086544,0.9782509873553784,0.008415924102606697,0.10793756626835255,0.0,0.0012022748718009567,'build wind non-float'
0.02031633466794369,0.17320652186526173,0.04742081109072131,0.02170104914321145,0.9773509540053748,0.008573253982503288,0.10756754606172093,0.0,0.0028130989630088914,'build wind non-float'
0.020410503386055715,0.17936054462134796,0.04763213263012541,0.02166320156341862,0.9760550567766377,0.009149675194487368,0.10912333209895962,0.0,0.0,'build wind non-float'
0.02037537534627748,0.17696251428362597,0.04521331866078996,0.015831369738792924,0.975641701190696,0.007647356568738954,0.11846694474028942,0.0,0.0021466264052600573,'build wind float'
0.020527774520776365,0.18299387865413783,0.04612040844128677,0.0205580706248551,0.974344347246422,0.007844526948957866,0.11888515841610284,0.0,0.0,'vehic wind float'
0.0203192448721102,0.17203248005706875,0.046589340902614726,0.016466922215579344,0.9769035073746543,0.00816652239959626,0.1145990684271213,0.0012048967474814153,0.0029453031605101263,'build wind float'
0.02049481690304934,0.1803047239725663,0.0462908086246933,0.019299083479099536,0.9752110295103026,0.006882889912126408,0.11606441812605316,0.0,0.0,'build wind non-float'
0.020322878152142548,0.17922496023969633,0.04688246344087721,0.015404237987716797,0.9758249890479728,0.0066974947772681735,0.11291976194474139,0.0,0.0,'build wind float'
0.02010062161081259,0.18824903007692684,0.0,0.036986957317931404,0.9738573062993694,0.0005302789579631743,0.11984304449967736,0.005302789579631742,0.001193127655417142,headlamps
0.020281544375790474,0.1809872808007262,0.047487424009059725,0.020600178302521685,0.9763681911045828,0.005216928271417829,0.10407103064520695,0.0,0.0,'build wind float'
0.02025232387923738,0.17094791737866177,0.04724087646529763,0.01641420283963731,0.9773790373780785,0.007740030607308651,0.11196354619882687,0.0,0.0,'build wind float'
0.020352902724308126,0.18015695175794144,0.045643340981892766,0.016377904705267406,0.9758277811687603,0.007920462111563744,0.1116919402851023,0.0,0.0,'vehic wind float'
0.020388763590807695,0.17296394254168224,0.04734316312182905,0.028513495971101588,0.9772597251227553,0.009280335952858534,0.10719460513664134,0.0,0.0,'build wind non-float'
0.020287850360461743,0.18626824679785206,0.047102315282215465,0.016726674461014016,0.975232027774961,0.004951095640460148,0.10624783617636102,0.0,0.0018733875396335698,'build wind non-float'
0.02025724628289023,0.16920100363521365,0.03846084376238479,0.02283612598391597,0.9776799902236771,0.009748755536993366,0.11404708532318267,0.0,0.0,'build wind non-float'
0.02033537758588511,0.1886873206708645,0.029327553745152113,0.02223001790728425,0.9731659044110521,0.0,0.12480949813005374,0.0,0.0,tableware
